t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
600.0,260.0,310.0,270.0,250.0,270.0,230.0,200.0,150.0,80.0,550.0,620.0,250
260.0,310.0,270.0,250.0,270.0,230.0,200.0,150.0,80.0,550.0,620.0,250.0,300
310.0,270.0,250.0,270.0,230.0,200.0,150.0,80.0,550.0,620.0,250.0,300.0,260
270.0,250.0,270.0,230.0,200.0,150.0,80.0,550.0,620.0,250.0,300.0,260.0,220
250.0,270.0,230.0,200.0,150.0,80.0,550.0,620.0,250.0,300.0,260.0,220.0,270
270.0,230.0,200.0,150.0,80.0,550.0,620.0,250.0,300.0,260.0,220.0,270.0,220
230.0,200.0,150.0,80.0,550.0,620.0,250.0,300.0,260.0,220.0,270.0,220.0,110
200.0,150.0,80.0,550.0,620.0,250.0,300.0,260.0,220.0,270.0,220.0,110.0,480
150.0,80.0,550.0,620.0,250.0,300.0,260.0,220.0,270.0,220.0,110.0,480.0,520
80.0,550.0,620.0,250.0,300.0,260.0,220.0,270.0,220.0,110.0,480.0,520.0,380
550.0,620.0,250.0,300.0,260.0,220.0,270.0,220.0,110.0,480.0,520.0,380.0,550
620.0,250.0,300.0,260.0,220.0,270.0,220.0,110.0,480.0,520.0,380.0,550.0,540
250.0,300.0,260.0,220.0,270.0,220.0,110.0,480.0,520.0,380.0,550.0,540.0,340
300.0,260.0,220.0,270.0,220.0,110.0,480.0,520.0,380.0,550.0,540.0,340.0,220
260.0,220.0,270.0,220.0,110.0,480.0,520.0,380.0,550.0,540.0,340.0,220.0,140
220.0,270.0,220.0,110.0,480.0,520.0,380.0,550.0,540.0,340.0,220.0,140.0,110
270.0,220.0,110.0,480.0,520.0,380.0,550.0,540.0,340.0,220.0,140.0,110.0,90
220.0,110.0,480.0,520.0,380.0,550.0,540.0,340.0,220.0,140.0,110.0,90.0,110
110.0,480.0,520.0,380.0,550.0,540.0,340.0,220.0,140.0,110.0,90.0,110.0,100
480.0,520.0,380.0,550.0,540.0,340.0,220.0,140.0,110.0,90.0,110.0,100.0,90
520.0,380.0,550.0,540.0,340.0,220.0,140.0,110.0,90.0,110.0,100.0,90.0,100
380.0,550.0,540.0,340.0,220.0,140.0,110.0,90.0,110.0,100.0,90.0,100.0,120
550.0,540.0,340.0,220.0,140.0,110.0,90.0,110.0,100.0,90.0,100.0,120.0,110
540.0,340.0,220.0,140.0,110.0,90.0,110.0,100.0,90.0,100.0,120.0,110.0,90
340.0,220.0,140.0,110.0,90.0,110.0,100.0,90.0,100.0,120.0,110.0,90.0,80
220.0,140.0,110.0,90.0,110.0,100.0,90.0,100.0,120.0,110.0,90.0,80.0,90
140.0,110.0,90.0,110.0,100.0,90.0,100.0,120.0,110.0,90.0,80.0,90.0,80
110.0,90.0,110.0,100.0,90.0,100.0,120.0,110.0,90.0,80.0,90.0,80.0,150
90.0,110.0,100.0,90.0,100.0,120.0,110.0,90.0,80.0,90.0,80.0,150.0,130
110.0,100.0,90.0,100.0,120.0,110.0,90.0,80.0,90.0,80.0,150.0,130.0,120
100.0,90.0,100.0,120.0,110.0,90.0,80.0,90.0,80.0,150.0,130.0,120.0,120
90.0,100.0,120.0,110.0,90.0,80.0,90.0,80.0,150.0,130.0,120.0,120.0,120
100.0,120.0,110.0,90.0,80.0,90.0,80.0,150.0,130.0,120.0,120.0,120.0,110
120.0,110.0,90.0,80.0,90.0,80.0,150.0,130.0,120.0,120.0,120.0,110.0,110
110.0,90.0,80.0,90.0,80.0,150.0,130.0,120.0,120.0,120.0,110.0,110.0,110
90.0,80.0,90.0,80.0,150.0,130.0,120.0,120.0,120.0,110.0,110.0,110.0,110
80.0,90.0,80.0,150.0,130.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110
90.0,80.0,150.0,130.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110
80.0,150.0,130.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,100
150.0,130.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,100.0,110
130.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,100.0,110.0,100
120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,100.0,110.0,100.0,100
120.0,120.0,110.0,110.0,110.0,110.0,110.0,110.0,100.0,110.0,100.0,100.0,100
120.0,110.0,110.0,110.0,110.0,110.0,110.0,100.0,110.0,100.0,100.0,100.0,70
110.0,110.0,110.0,110.0,110.0,110.0,100.0,110.0,100.0,100.0,100.0,70.0,90
110.0,110.0,110.0,110.0,110.0,100.0,110.0,100.0,100.0,100.0,70.0,90.0,100
110.0,110.0,110.0,110.0,100.0,110.0,100.0,100.0,100.0,70.0,90.0,100.0,110
110.0,110.0,110.0,100.0,110.0,100.0,100.0,100.0,70.0,90.0,100.0,110.0,340
110.0,110.0,100.0,110.0,100.0,100.0,100.0,70.0,90.0,100.0,110.0,340.0,90
110.0,100.0,110.0,100.0,100.0,100.0,70.0,90.0,100.0,110.0,340.0,90.0,90
100.0,110.0,100.0,100.0,100.0,70.0,90.0,100.0,110.0,340.0,90.0,90.0,80
110.0,100.0,100.0,100.0,70.0,90.0,100.0,110.0,340.0,90.0,90.0,80.0,90
100.0,100.0,100.0,70.0,90.0,100.0,110.0,340.0,90.0,90.0,80.0,90.0,60
100.0,100.0,70.0,90.0,100.0,110.0,340.0,90.0,90.0,80.0,90.0,60.0,80
100.0,70.0,90.0,100.0,110.0,340.0,90.0,90.0,80.0,90.0,60.0,80.0,70
70.0,90.0,100.0,110.0,340.0,90.0,90.0,80.0,90.0,60.0,80.0,70.0,70
90.0,100.0,110.0,340.0,90.0,90.0,80.0,90.0,60.0,80.0,70.0,70.0,70
100.0,110.0,340.0,90.0,90.0,80.0,90.0,60.0,80.0,70.0,70.0,70.0,70
110.0,340.0,90.0,90.0,80.0,90.0,60.0,80.0,70.0,70.0,70.0,70.0,160
340.0,90.0,90.0,80.0,90.0,60.0,80.0,70.0,70.0,70.0,70.0,160.0,410
90.0,90.0,80.0,90.0,60.0,80.0,70.0,70.0,70.0,70.0,160.0,410.0,140
90.0,80.0,90.0,60.0,80.0,70.0,70.0,70.0,70.0,160.0,410.0,140.0,60
80.0,90.0,60.0,80.0,70.0,70.0,70.0,70.0,160.0,410.0,140.0,60.0,50
90.0,60.0,80.0,70.0,70.0,70.0,70.0,160.0,410.0,140.0,60.0,50.0,60
60.0,80.0,70.0,70.0,70.0,70.0,160.0,410.0,140.0,60.0,50.0,60.0,60
80.0,70.0,70.0,70.0,70.0,160.0,410.0,140.0,60.0,50.0,60.0,60.0,60
70.0,70.0,70.0,70.0,160.0,410.0,140.0,60.0,50.0,60.0,60.0,60.0,60
70.0,70.0,70.0,160.0,410.0,140.0,60.0,50.0,60.0,60.0,60.0,60.0,60
70.0,70.0,160.0,410.0,140.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,60
70.0,160.0,410.0,140.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,50
160.0,410.0,140.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,60
410.0,140.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,60
140.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,50
60.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,50.0,60
50.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,50.0,60.0,60
60.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,50.0,60.0,60.0,50
60.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50
60.0,60.0,60.0,60.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50
60.0,60.0,60.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50
60.0,60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50
60.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,60
50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,60.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60
60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,50.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,50.0,60
50.0,50.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50
50.0,50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60
50.0,50.0,60.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50
50.0,60.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60
60.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60
50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50
60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,40
60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,40.0,50
50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,40.0,50.0,50
60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,40.0,50.0,50.0,50
50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,40.0,50.0,50.0,50.0,50
60.0,50.0,60.0,50.0,60.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,60
50.0,60.0,50.0,60.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,60.0,70
60.0,50.0,60.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,60.0,70.0,60
50.0,60.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,60
60.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,60.0,60
50.0,50.0,40.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,60.0,60.0,60
50.0,40.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60
40.0,50.0,50.0,50.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,70
50.0,50.0,50.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,70.0,70
50.0,50.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,60
50.0,50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,60.0,60
50.0,60.0,70.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,60.0,60.0,50
60.0,70.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,60.0,60.0,50.0,60
70.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,60.0,60.0,50.0,60.0,220
60.0,60.0,60.0,60.0,60.0,70.0,70.0,60.0,60.0,50.0,60.0,220.0,490
60.0,60.0,60.0,60.0,70.0,70.0,60.0,60.0,50.0,60.0,220.0,490.0,260
60.0,60.0,60.0,70.0,70.0,60.0,60.0,50.0,60.0,220.0,490.0,260.0,120
60.0,60.0,70.0,70.0,60.0,60.0,50.0,60.0,220.0,490.0,260.0,120.0,120
60.0,70.0,70.0,60.0,60.0,50.0,60.0,220.0,490.0,260.0,120.0,120.0,100
70.0,70.0,60.0,60.0,50.0,60.0,220.0,490.0,260.0,120.0,120.0,100.0,130
70.0,60.0,60.0,50.0,60.0,220.0,490.0,260.0,120.0,120.0,100.0,130.0,100
60.0,60.0,50.0,60.0,220.0,490.0,260.0,120.0,120.0,100.0,130.0,100.0,110
60.0,50.0,60.0,220.0,490.0,260.0,120.0,120.0,100.0,130.0,100.0,110.0,80
50.0,60.0,220.0,490.0,260.0,120.0,120.0,100.0,130.0,100.0,110.0,80.0,90
60.0,220.0,490.0,260.0,120.0,120.0,100.0,130.0,100.0,110.0,80.0,90.0,80
220.0,490.0,260.0,120.0,120.0,100.0,130.0,100.0,110.0,80.0,90.0,80.0,150
490.0,260.0,120.0,120.0,100.0,130.0,100.0,110.0,80.0,90.0,80.0,150.0,490
260.0,120.0,120.0,100.0,130.0,100.0,110.0,80.0,90.0,80.0,150.0,490.0,320
120.0,120.0,100.0,130.0,100.0,110.0,80.0,90.0,80.0,150.0,490.0,320.0,360
120.0,100.0,130.0,100.0,110.0,80.0,90.0,80.0,150.0,490.0,320.0,360.0,470
100.0,130.0,100.0,110.0,80.0,90.0,80.0,150.0,490.0,320.0,360.0,470.0,410
130.0,100.0,110.0,80.0,90.0,80.0,150.0,490.0,320.0,360.0,470.0,410.0,290
100.0,110.0,80.0,90.0,80.0,150.0,490.0,320.0,360.0,470.0,410.0,290.0,280
110.0,80.0,90.0,80.0,150.0,490.0,320.0,360.0,470.0,410.0,290.0,280.0,250
80.0,90.0,80.0,150.0,490.0,320.0,360.0,470.0,410.0,290.0,280.0,250.0,190
90.0,80.0,150.0,490.0,320.0,360.0,470.0,410.0,290.0,280.0,250.0,190.0,130
80.0,150.0,490.0,320.0,360.0,470.0,410.0,290.0,280.0,250.0,190.0,130.0,110
150.0,490.0,320.0,360.0,470.0,410.0,290.0,280.0,250.0,190.0,130.0,110.0,110
490.0,320.0,360.0,470.0,410.0,290.0,280.0,250.0,190.0,130.0,110.0,110.0,120
320.0,360.0,470.0,410.0,290.0,280.0,250.0,190.0,130.0,110.0,110.0,120.0,100
360.0,470.0,410.0,290.0,280.0,250.0,190.0,130.0,110.0,110.0,120.0,100.0,100
470.0,410.0,290.0,280.0,250.0,190.0,130.0,110.0,110.0,120.0,100.0,100.0,100
410.0,290.0,280.0,250.0,190.0,130.0,110.0,110.0,120.0,100.0,100.0,100.0,110
290.0,280.0,250.0,190.0,130.0,110.0,110.0,120.0,100.0,100.0,100.0,110.0,110
280.0,250.0,190.0,130.0,110.0,110.0,120.0,100.0,100.0,100.0,110.0,110.0,100
250.0,190.0,130.0,110.0,110.0,120.0,100.0,100.0,100.0,110.0,110.0,100.0,100
190.0,130.0,110.0,110.0,120.0,100.0,100.0,100.0,110.0,110.0,100.0,100.0,110
130.0,110.0,110.0,120.0,100.0,100.0,100.0,110.0,110.0,100.0,100.0,110.0,110
110.0,110.0,120.0,100.0,100.0,100.0,110.0,110.0,100.0,100.0,110.0,110.0,110
110.0,120.0,100.0,100.0,100.0,110.0,110.0,100.0,100.0,110.0,110.0,110.0,110
120.0,100.0,100.0,100.0,110.0,110.0,100.0,100.0,110.0,110.0,110.0,110.0,100
100.0,100.0,100.0,110.0,110.0,100.0,100.0,110.0,110.0,110.0,110.0,100.0,100
100.0,100.0,110.0,110.0,100.0,100.0,110.0,110.0,110.0,110.0,100.0,100.0,90
100.0,110.0,110.0,100.0,100.0,110.0,110.0,110.0,110.0,100.0,100.0,90.0,100
110.0,110.0,100.0,100.0,110.0,110.0,110.0,110.0,100.0,100.0,90.0,100.0,100
110.0,100.0,100.0,110.0,110.0,110.0,110.0,100.0,100.0,90.0,100.0,100.0,110
100.0,100.0,110.0,110.0,110.0,110.0,100.0,100.0,90.0,100.0,100.0,110.0,90
100.0,110.0,110.0,110.0,110.0,100.0,100.0,90.0,100.0,100.0,110.0,90.0,90
110.0,110.0,110.0,110.0,100.0,100.0,90.0,100.0,100.0,110.0,90.0,90.0,90
110.0,110.0,110.0,100.0,100.0,90.0,100.0,100.0,110.0,90.0,90.0,90.0,80
110.0,110.0,100.0,100.0,90.0,100.0,100.0,110.0,90.0,90.0,90.0,80.0,100
110.0,100.0,100.0,90.0,100.0,100.0,110.0,90.0,90.0,90.0,80.0,100.0,90
100.0,100.0,90.0,100.0,100.0,110.0,90.0,90.0,90.0,80.0,100.0,90.0,90
100.0,90.0,100.0,100.0,110.0,90.0,90.0,90.0,80.0,100.0,90.0,90.0,80
90.0,100.0,100.0,110.0,90.0,90.0,90.0,80.0,100.0,90.0,90.0,80.0,210
100.0,100.0,110.0,90.0,90.0,90.0,80.0,100.0,90.0,90.0,80.0,210.0,440
100.0,110.0,90.0,90.0,90.0,80.0,100.0,90.0,90.0,80.0,210.0,440.0,340
110.0,90.0,90.0,90.0,80.0,100.0,90.0,90.0,80.0,210.0,440.0,340.0,240
90.0,90.0,90.0,80.0,100.0,90.0,90.0,80.0,210.0,440.0,340.0,240.0,200
90.0,90.0,80.0,100.0,90.0,90.0,80.0,210.0,440.0,340.0,240.0,200.0,160
90.0,80.0,100.0,90.0,90.0,80.0,210.0,440.0,340.0,240.0,200.0,160.0,130
80.0,100.0,90.0,90.0,80.0,210.0,440.0,340.0,240.0,200.0,160.0,130.0,110
100.0,90.0,90.0,80.0,210.0,440.0,340.0,240.0,200.0,160.0,130.0,110.0,120
90.0,90.0,80.0,210.0,440.0,340.0,240.0,200.0,160.0,130.0,110.0,120.0,110
90.0,80.0,210.0,440.0,340.0,240.0,200.0,160.0,130.0,110.0,120.0,110.0,120
80.0,210.0,440.0,340.0,240.0,200.0,160.0,130.0,110.0,120.0,110.0,120.0,130
210.0,440.0,340.0,240.0,200.0,160.0,130.0,110.0,120.0,110.0,120.0,130.0,110
440.0,340.0,240.0,200.0,160.0,130.0,110.0,120.0,110.0,120.0,130.0,110.0,110
340.0,240.0,200.0,160.0,130.0,110.0,120.0,110.0,120.0,130.0,110.0,110.0,110
240.0,200.0,160.0,130.0,110.0,120.0,110.0,120.0,130.0,110.0,110.0,110.0,90
200.0,160.0,130.0,110.0,120.0,110.0,120.0,130.0,110.0,110.0,110.0,90.0,80
160.0,130.0,110.0,120.0,110.0,120.0,130.0,110.0,110.0,110.0,90.0,80.0,80
130.0,110.0,120.0,110.0,120.0,130.0,110.0,110.0,110.0,90.0,80.0,80.0,90
110.0,120.0,110.0,120.0,130.0,110.0,110.0,110.0,90.0,80.0,80.0,90.0,120
120.0,110.0,120.0,130.0,110.0,110.0,110.0,90.0,80.0,80.0,90.0,120.0,120
110.0,120.0,130.0,110.0,110.0,110.0,90.0,80.0,80.0,90.0,120.0,120.0,130
120.0,130.0,110.0,110.0,110.0,90.0,80.0,80.0,90.0,120.0,120.0,130.0,120
130.0,110.0,110.0,110.0,90.0,80.0,80.0,90.0,120.0,120.0,130.0,120.0,120
110.0,110.0,110.0,90.0,80.0,80.0,90.0,120.0,120.0,130.0,120.0,120.0,90
110.0,110.0,90.0,80.0,80.0,90.0,120.0,120.0,130.0,120.0,120.0,90.0,100
110.0,90.0,80.0,80.0,90.0,120.0,120.0,130.0,120.0,120.0,90.0,100.0,100
90.0,80.0,80.0,90.0,120.0,120.0,130.0,120.0,120.0,90.0,100.0,100.0,90
80.0,80.0,90.0,120.0,120.0,130.0,120.0,120.0,90.0,100.0,100.0,90.0,80
80.0,90.0,120.0,120.0,130.0,120.0,120.0,90.0,100.0,100.0,90.0,80.0,70
90.0,120.0,120.0,130.0,120.0,120.0,90.0,100.0,100.0,90.0,80.0,70.0,80
120.0,120.0,130.0,120.0,120.0,90.0,100.0,100.0,90.0,80.0,70.0,80.0,60
120.0,130.0,120.0,120.0,90.0,100.0,100.0,90.0,80.0,70.0,80.0,60.0,80
130.0,120.0,120.0,90.0,100.0,100.0,90.0,80.0,70.0,80.0,60.0,80.0,100
120.0,120.0,90.0,100.0,100.0,90.0,80.0,70.0,80.0,60.0,80.0,100.0,80
120.0,90.0,100.0,100.0,90.0,80.0,70.0,80.0,60.0,80.0,100.0,80.0,70
90.0,100.0,100.0,90.0,80.0,70.0,80.0,60.0,80.0,100.0,80.0,70.0,60
100.0,100.0,90.0,80.0,70.0,80.0,60.0,80.0,100.0,80.0,70.0,60.0,60
100.0,90.0,80.0,70.0,80.0,60.0,80.0,100.0,80.0,70.0,60.0,60.0,60
90.0,80.0,70.0,80.0,60.0,80.0,100.0,80.0,70.0,60.0,60.0,60.0,60
80.0,70.0,80.0,60.0,80.0,100.0,80.0,70.0,60.0,60.0,60.0,60.0,60
70.0,80.0,60.0,80.0,100.0,80.0,70.0,60.0,60.0,60.0,60.0,60.0,60
80.0,60.0,80.0,100.0,80.0,70.0,60.0,60.0,60.0,60.0,60.0,60.0,60
60.0,80.0,100.0,80.0,70.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60
80.0,100.0,80.0,70.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60
100.0,80.0,70.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60
80.0,70.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60
70.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50
60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,50
60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50
60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,50
60.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60
60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50
60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60
60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,60
60.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,60
60.0,50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,60.0,60
50.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,60
50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,60.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50
60.0,60.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50
60.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,40
60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,50
60.0,60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,60
50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,60.0,90
60.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,60.0,90.0,60
50.0,50.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,60.0,90.0,60.0,70
50.0,50.0,50.0,50.0,50.0,40.0,50.0,50.0,60.0,90.0,60.0,70.0,70
50.0,50.0,50.0,50.0,40.0,50.0,50.0,60.0,90.0,60.0,70.0,70.0,50
50.0,50.0,50.0,40.0,50.0,50.0,60.0,90.0,60.0,70.0,70.0,50.0,60
50.0,50.0,40.0,50.0,50.0,60.0,90.0,60.0,70.0,70.0,50.0,60.0,60
50.0,40.0,50.0,50.0,60.0,90.0,60.0,70.0,70.0,50.0,60.0,60.0,60
40.0,50.0,50.0,60.0,90.0,60.0,70.0,70.0,50.0,60.0,60.0,60.0,50
50.0,50.0,60.0,90.0,60.0,70.0,70.0,50.0,60.0,60.0,60.0,50.0,80
50.0,60.0,90.0,60.0,70.0,70.0,50.0,60.0,60.0,60.0,50.0,80.0,50
60.0,90.0,60.0,70.0,70.0,50.0,60.0,60.0,60.0,50.0,80.0,50.0,60
90.0,60.0,70.0,70.0,50.0,60.0,60.0,60.0,50.0,80.0,50.0,60.0,60
60.0,70.0,70.0,50.0,60.0,60.0,60.0,50.0,80.0,50.0,60.0,60.0,50
70.0,70.0,50.0,60.0,60.0,60.0,50.0,80.0,50.0,60.0,60.0,50.0,70
70.0,50.0,60.0,60.0,60.0,50.0,80.0,50.0,60.0,60.0,50.0,70.0,50
50.0,60.0,60.0,60.0,50.0,80.0,50.0,60.0,60.0,50.0,70.0,50.0,60
60.0,60.0,60.0,50.0,80.0,50.0,60.0,60.0,50.0,70.0,50.0,60.0,50
60.0,60.0,50.0,80.0,50.0,60.0,60.0,50.0,70.0,50.0,60.0,50.0,50
60.0,50.0,80.0,50.0,60.0,60.0,50.0,70.0,50.0,60.0,50.0,50.0,50
50.0,80.0,50.0,60.0,60.0,50.0,70.0,50.0,60.0,50.0,50.0,50.0,50
80.0,50.0,60.0,60.0,50.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50
50.0,60.0,60.0,50.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60
60.0,60.0,50.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50
60.0,50.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60
50.0,70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,50
70.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,60
50.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50
50.0,50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,50
50.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40
50.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60
60.0,50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50
50.0,60.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,60
60.0,50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,50
50.0,60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,50.0,60
60.0,50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,50.0,60.0,50
50.0,60.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,50.0,60.0,50.0,60
60.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,60
50.0,50.0,50.0,40.0,60.0,50.0,60.0,50.0,60.0,50.0,60.0,60.0,60
