t-3,t-2,t-1,t
70.0,90.0,80.0,70
90.0,80.0,70.0,70
80.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,80
60.0,60.0,80.0,80
60.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,230
70.0,80.0,230.0,540
80.0,230.0,540.0,380
230.0,540.0,380.0,300
540.0,380.0,300.0,300
380.0,300.0,300.0,270
300.0,300.0,270.0,250
300.0,270.0,250.0,210
270.0,250.0,210.0,110
250.0,210.0,110.0,110
210.0,110.0,110.0,150
110.0,110.0,150.0,120
110.0,150.0,120.0,120
150.0,120.0,120.0,110
120.0,120.0,110.0,100
120.0,110.0,100.0,100
110.0,100.0,100.0,110
100.0,100.0,110.0,110
100.0,110.0,110.0,110
110.0,110.0,110.0,120
110.0,110.0,120.0,80
110.0,120.0,80.0,110
120.0,80.0,110.0,80
80.0,110.0,80.0,70
110.0,80.0,70.0,50
80.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,60
60.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,20
40.0,50.0,20.0,30
50.0,20.0,30.0,30
20.0,30.0,30.0,60
30.0,30.0,60.0,60
30.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,60
30.0,30.0,60.0,40
30.0,60.0,40.0,60
60.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,80
50.0,60.0,80.0,60
60.0,80.0,60.0,60
80.0,60.0,60.0,70
60.0,60.0,70.0,80
60.0,70.0,80.0,70
70.0,80.0,70.0,120
80.0,70.0,120.0,50
70.0,120.0,50.0,50
120.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,30
50.0,30.0,30.0,30
30.0,30.0,30.0,30
30.0,30.0,30.0,60
30.0,30.0,60.0,60
30.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,70
60.0,70.0,70.0,40
70.0,70.0,40.0,40
70.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,50
30.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,70
50.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,40
60.0,70.0,40.0,60
70.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,60
60.0,80.0,60.0,60
80.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,80
50.0,50.0,80.0,80
50.0,80.0,80.0,110
80.0,80.0,110.0,80
80.0,110.0,80.0,90
110.0,80.0,90.0,90
80.0,90.0,90.0,70
90.0,90.0,70.0,80
90.0,70.0,80.0,80
70.0,80.0,80.0,120
80.0,80.0,120.0,230
80.0,120.0,230.0,310
120.0,230.0,310.0,360
230.0,310.0,360.0,110
310.0,360.0,110.0,120
360.0,110.0,120.0,120
110.0,120.0,120.0,440
120.0,120.0,440.0,150
120.0,440.0,150.0,130
440.0,150.0,130.0,120
150.0,130.0,120.0,150
130.0,120.0,150.0,130
120.0,150.0,130.0,130
150.0,130.0,130.0,130
130.0,130.0,130.0,130
130.0,130.0,130.0,100
130.0,130.0,100.0,90
130.0,100.0,90.0,120
100.0,90.0,120.0,410
90.0,120.0,410.0,200
120.0,410.0,200.0,110
410.0,200.0,110.0,120
200.0,110.0,120.0,70
110.0,120.0,70.0,70
120.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,70
70.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,80
60.0,70.0,80.0,70
70.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,40
70.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,80
50.0,60.0,80.0,60
60.0,80.0,60.0,70
80.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,50
70.0,70.0,50.0,70
70.0,50.0,70.0,60
50.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,80
70.0,70.0,80.0,120
70.0,80.0,120.0,50
80.0,120.0,50.0,40
120.0,50.0,40.0,50
50.0,40.0,50.0,70
40.0,50.0,70.0,70
50.0,70.0,70.0,90
70.0,70.0,90.0,310
70.0,90.0,310.0,340
90.0,310.0,340.0,110
310.0,340.0,110.0,80
340.0,110.0,80.0,100
110.0,80.0,100.0,70
80.0,100.0,70.0,100
100.0,70.0,100.0,80
70.0,100.0,80.0,80
100.0,80.0,80.0,70
80.0,80.0,70.0,610
80.0,70.0,610.0,720
70.0,610.0,720.0,400
610.0,720.0,400.0,280
720.0,400.0,280.0,310
400.0,280.0,310.0,260
280.0,310.0,260.0,320
310.0,260.0,320.0,310
260.0,320.0,310.0,320
320.0,310.0,320.0,130
310.0,320.0,130.0,680
320.0,130.0,680.0,610
130.0,680.0,610.0,340
680.0,610.0,340.0,260
610.0,340.0,260.0,290
340.0,260.0,290.0,270
260.0,290.0,270.0,260
290.0,270.0,260.0,250
270.0,260.0,250.0,260
260.0,250.0,260.0,220
250.0,260.0,220.0,160
260.0,220.0,160.0,130
220.0,160.0,130.0,90
160.0,130.0,90.0,750
130.0,90.0,750.0,720
90.0,750.0,720.0,350
750.0,720.0,350.0,280
720.0,350.0,280.0,290
350.0,280.0,290.0,260
280.0,290.0,260.0,260
290.0,260.0,260.0,240
260.0,260.0,240.0,110
260.0,240.0,110.0,80
240.0,110.0,80.0,90
110.0,80.0,90.0,80
80.0,90.0,80.0,90
90.0,80.0,90.0,80
80.0,90.0,80.0,80
90.0,80.0,80.0,60
80.0,80.0,60.0,330
80.0,60.0,330.0,440
60.0,330.0,440.0,310
330.0,440.0,310.0,440
440.0,310.0,440.0,570
310.0,440.0,570.0,370
440.0,570.0,370.0,270
570.0,370.0,270.0,270
370.0,270.0,270.0,150
270.0,270.0,150.0,120
270.0,150.0,120.0,130
150.0,120.0,130.0,170
120.0,130.0,170.0,440
130.0,170.0,440.0,300
170.0,440.0,300.0,380
440.0,300.0,380.0,870
300.0,380.0,870.0,420
380.0,870.0,420.0,230
870.0,420.0,230.0,180
420.0,230.0,180.0,110
230.0,180.0,110.0,110
180.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,120
110.0,110.0,120.0,100
110.0,120.0,100.0,100
120.0,100.0,100.0,90
100.0,100.0,90.0,90
100.0,90.0,90.0,120
90.0,90.0,120.0,100
90.0,120.0,100.0,110
120.0,100.0,110.0,100
100.0,110.0,100.0,110
110.0,100.0,110.0,100
100.0,110.0,100.0,100
110.0,100.0,100.0,90
100.0,100.0,90.0,50
100.0,90.0,50.0,50
90.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,70
60.0,40.0,70.0,50
40.0,70.0,50.0,60
70.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,80
50.0,60.0,80.0,50
60.0,80.0,50.0,60
80.0,50.0,60.0,50
50.0,60.0,50.0,80
60.0,50.0,80.0,80
50.0,80.0,80.0,50
80.0,80.0,50.0,70
80.0,50.0,70.0,180
50.0,70.0,180.0,190
70.0,180.0,190.0,120
180.0,190.0,120.0,300
190.0,120.0,300.0,350
120.0,300.0,350.0,130
300.0,350.0,130.0,130
350.0,130.0,130.0,120
130.0,130.0,120.0,140
130.0,120.0,140.0,100
120.0,140.0,100.0,110
140.0,100.0,110.0,370
100.0,110.0,370.0,400
110.0,370.0,400.0,300
370.0,400.0,300.0,300
400.0,300.0,300.0,280
300.0,300.0,280.0,280
300.0,280.0,280.0,320
280.0,280.0,320.0,360
280.0,320.0,360.0,210
320.0,360.0,210.0,90
360.0,210.0,90.0,100
210.0,90.0,100.0,90
90.0,100.0,90.0,90
100.0,90.0,90.0,100
90.0,90.0,100.0,100
90.0,100.0,100.0,100
100.0,100.0,100.0,130
100.0,100.0,130.0,260
100.0,130.0,260.0,110
130.0,260.0,110.0,110
260.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,80
110.0,110.0,80.0,90
110.0,80.0,90.0,80
80.0,90.0,80.0,80
90.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,70
80.0,80.0,70.0,60
80.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,80
60.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,190
80.0,80.0,190.0,580
80.0,190.0,580.0,480
190.0,580.0,480.0,200
580.0,480.0,200.0,120
480.0,200.0,120.0,120
200.0,120.0,120.0,140
120.0,120.0,140.0,110
120.0,140.0,110.0,110
140.0,110.0,110.0,120
110.0,110.0,120.0,100
110.0,120.0,100.0,120
120.0,100.0,120.0,120
100.0,120.0,120.0,120
120.0,120.0,120.0,110
120.0,120.0,110.0,110
120.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,110
110.0,100.0,110.0,60
100.0,110.0,60.0,70
110.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,90
60.0,70.0,90.0,60
70.0,90.0,60.0,60
90.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,30
60.0,60.0,30.0,40
60.0,30.0,40.0,30
30.0,40.0,30.0,30
40.0,30.0,30.0,60
30.0,30.0,60.0,70
30.0,60.0,70.0,70
60.0,70.0,70.0,50
70.0,70.0,50.0,70
70.0,50.0,70.0,50
50.0,70.0,50.0,50
70.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,70
50.0,60.0,70.0,50
60.0,70.0,50.0,70
70.0,50.0,70.0,50
50.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,70
40.0,50.0,70.0,70
50.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,80
70.0,70.0,80.0,100
70.0,80.0,100.0,80
80.0,100.0,80.0,70
100.0,80.0,70.0,120
80.0,70.0,120.0,70
70.0,120.0,70.0,70
120.0,70.0,70.0,140
70.0,70.0,140.0,100
70.0,140.0,100.0,100
140.0,100.0,100.0,320
100.0,100.0,320.0,330
100.0,320.0,330.0,120
320.0,330.0,120.0,80
330.0,120.0,80.0,90
120.0,80.0,90.0,100
80.0,90.0,100.0,90
90.0,100.0,90.0,100
100.0,90.0,100.0,90
90.0,100.0,90.0,90
100.0,90.0,90.0,80
90.0,90.0,80.0,80
90.0,80.0,80.0,220
80.0,80.0,220.0,400
80.0,220.0,400.0,90
220.0,400.0,90.0,70
400.0,90.0,70.0,70
90.0,70.0,70.0,60
70.0,70.0,60.0,80
70.0,60.0,80.0,60
60.0,80.0,60.0,70
80.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,60
70.0,80.0,60.0,80
80.0,60.0,80.0,70
60.0,80.0,70.0,60
80.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,80
60.0,80.0,80.0,80
80.0,80.0,80.0,100
80.0,80.0,100.0,90
80.0,100.0,90.0,110
100.0,90.0,110.0,100
90.0,110.0,100.0,110
110.0,100.0,110.0,120
100.0,110.0,120.0,120
110.0,120.0,120.0,110
120.0,120.0,110.0,110
120.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,100
110.0,100.0,100.0,90
100.0,100.0,90.0,70
100.0,90.0,70.0,100
90.0,70.0,100.0,100
70.0,100.0,100.0,120
100.0,100.0,120.0,110
100.0,120.0,110.0,110
120.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,90
110.0,100.0,90.0,110
100.0,90.0,110.0,90
90.0,110.0,90.0,90
110.0,90.0,90.0,80
90.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,80
80.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,70
80.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,70
60.0,80.0,70.0,80
80.0,70.0,80.0,80
70.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,70
70.0,80.0,70.0,70
80.0,70.0,70.0,80
70.0,70.0,80.0,60
70.0,80.0,60.0,70
80.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,60
80.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,40
70.0,60.0,40.0,40
60.0,40.0,40.0,50
40.0,40.0,50.0,70
40.0,50.0,70.0,80
50.0,70.0,80.0,70
70.0,80.0,70.0,70
80.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,110
70.0,80.0,110.0,60
80.0,110.0,60.0,60
110.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,110
70.0,70.0,110.0,60
70.0,110.0,60.0,30
110.0,60.0,30.0,40
60.0,30.0,40.0,30
30.0,40.0,30.0,60
40.0,30.0,60.0,60
30.0,60.0,60.0,40
60.0,60.0,40.0,50
60.0,40.0,50.0,60
40.0,50.0,60.0,70
50.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,40
70.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,60
50.0,40.0,60.0,70
40.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,80
70.0,60.0,80.0,60
60.0,80.0,60.0,60
80.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,80
70.0,60.0,80.0,60
60.0,80.0,60.0,60
80.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,70
60.0,50.0,70.0,90
50.0,70.0,90.0,80
70.0,90.0,80.0,90
90.0,80.0,90.0,80
80.0,90.0,80.0,80
90.0,80.0,80.0,170
80.0,80.0,170.0,440
80.0,170.0,440.0,250
170.0,440.0,250.0,110
440.0,250.0,110.0,110
250.0,110.0,110.0,120
110.0,110.0,120.0,120
110.0,120.0,120.0,110
120.0,120.0,110.0,110
120.0,110.0,110.0,170
110.0,110.0,170.0,110
110.0,170.0,110.0,90
170.0,110.0,90.0,100
110.0,90.0,100.0,100
90.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,120
100.0,100.0,120.0,120
100.0,120.0,120.0,120
120.0,120.0,120.0,100
120.0,120.0,100.0,100
120.0,100.0,100.0,90
100.0,100.0,90.0,70
100.0,90.0,70.0,60
90.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,60
80.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,40
70.0,60.0,40.0,60
60.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,30
60.0,50.0,30.0,30
50.0,30.0,30.0,20
30.0,30.0,20.0,40
30.0,20.0,40.0,50
20.0,40.0,50.0,60
40.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,70
60.0,50.0,70.0,80
50.0,70.0,80.0,50
70.0,80.0,50.0,60
80.0,50.0,60.0,280
50.0,60.0,280.0,150
60.0,280.0,150.0,70
280.0,150.0,70.0,70
150.0,70.0,70.0,100
70.0,70.0,100.0,60
70.0,100.0,60.0,70
100.0,60.0,70.0,50
60.0,70.0,50.0,40
70.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,60
40.0,40.0,60.0,380
40.0,60.0,380.0,220
60.0,380.0,220.0,50
380.0,220.0,50.0,50
220.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,30
40.0,50.0,30.0,40
50.0,30.0,40.0,30
30.0,40.0,30.0,50
40.0,30.0,50.0,60
30.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,40
60.0,60.0,40.0,40
60.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,50
30.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,70
50.0,50.0,70.0,90
50.0,70.0,90.0,120
70.0,90.0,120.0,100
90.0,120.0,100.0,90
120.0,100.0,90.0,100
100.0,90.0,100.0,110
90.0,100.0,110.0,210
100.0,110.0,210.0,590
110.0,210.0,590.0,460
210.0,590.0,460.0,100
590.0,460.0,100.0,100
460.0,100.0,100.0,100
100.0,100.0,100.0,80
100.0,100.0,80.0,70
100.0,80.0,70.0,100
80.0,70.0,100.0,140
70.0,100.0,140.0,120
100.0,140.0,120.0,130
140.0,120.0,130.0,130
120.0,130.0,130.0,100
130.0,130.0,100.0,110
130.0,100.0,110.0,100
100.0,110.0,100.0,100
110.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,90
100.0,100.0,90.0,80
100.0,90.0,80.0,90
90.0,80.0,90.0,80
80.0,90.0,80.0,80
90.0,80.0,80.0,70
80.0,80.0,70.0,50
80.0,70.0,50.0,40
70.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,60
30.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,30
50.0,60.0,30.0,40
60.0,30.0,40.0,40
30.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,50
30.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,70
60.0,40.0,70.0,50
40.0,70.0,50.0,40
70.0,50.0,40.0,60
50.0,40.0,60.0,40
40.0,60.0,40.0,60
60.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,80
50.0,60.0,80.0,20
60.0,80.0,20.0,30
80.0,20.0,30.0,30
20.0,30.0,30.0,40
30.0,30.0,40.0,60
30.0,40.0,60.0,80
40.0,60.0,80.0,70
60.0,80.0,70.0,70
80.0,70.0,70.0,60
70.0,70.0,60.0,50
70.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,60
60.0,80.0,60.0,70
80.0,60.0,70.0,70
60.0,70.0,70.0,50
70.0,70.0,50.0,70
70.0,50.0,70.0,40
50.0,70.0,40.0,40
70.0,40.0,40.0,90
40.0,40.0,90.0,70
40.0,90.0,70.0,110
90.0,70.0,110.0,80
70.0,110.0,80.0,80
110.0,80.0,80.0,60
80.0,80.0,60.0,60
80.0,60.0,60.0,90
60.0,60.0,90.0,90
60.0,90.0,90.0,100
90.0,90.0,100.0,80
90.0,100.0,80.0,70
100.0,80.0,70.0,110
80.0,70.0,110.0,50
70.0,110.0,50.0,40
110.0,50.0,40.0,40
50.0,40.0,40.0,20
40.0,40.0,20.0,50
40.0,20.0,50.0,70
20.0,50.0,70.0,70
50.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,90
70.0,70.0,90.0,150
70.0,90.0,150.0,90
90.0,150.0,90.0,80
150.0,90.0,80.0,100
90.0,80.0,100.0,60
80.0,100.0,60.0,60
100.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,90
