t-6,t-5,t-4,t-3,t-2,t-1,t
50.0,50.0,50.0,40.0,50.0,60.0,60
50.0,50.0,40.0,50.0,60.0,60.0,50
50.0,40.0,50.0,60.0,60.0,50.0,60
40.0,50.0,60.0,60.0,50.0,60.0,40
50.0,60.0,60.0,50.0,60.0,40.0,60
60.0,60.0,50.0,60.0,40.0,60.0,50
60.0,50.0,60.0,40.0,60.0,50.0,50
50.0,60.0,40.0,60.0,50.0,50.0,40
60.0,40.0,60.0,50.0,50.0,40.0,60
40.0,60.0,50.0,50.0,40.0,60.0,50
60.0,50.0,50.0,40.0,60.0,50.0,60
50.0,50.0,40.0,60.0,50.0,60.0,50
50.0,40.0,60.0,50.0,60.0,50.0,50
40.0,60.0,50.0,60.0,50.0,50.0,40
60.0,50.0,60.0,50.0,50.0,40.0,50
50.0,60.0,50.0,50.0,40.0,50.0,40
60.0,50.0,50.0,40.0,50.0,40.0,30
50.0,50.0,40.0,50.0,40.0,30.0,40
50.0,40.0,50.0,40.0,30.0,40.0,30
40.0,50.0,40.0,30.0,40.0,30.0,40
50.0,40.0,30.0,40.0,30.0,40.0,60
40.0,30.0,40.0,30.0,40.0,60.0,50
30.0,40.0,30.0,40.0,60.0,50.0,50
40.0,30.0,40.0,60.0,50.0,50.0,40
30.0,40.0,60.0,50.0,50.0,40.0,50
40.0,60.0,50.0,50.0,40.0,50.0,40
60.0,50.0,50.0,40.0,50.0,40.0,60
50.0,50.0,40.0,50.0,40.0,60.0,60
50.0,40.0,50.0,40.0,60.0,60.0,60
40.0,50.0,40.0,60.0,60.0,60.0,60
50.0,40.0,60.0,60.0,60.0,60.0,60
40.0,60.0,60.0,60.0,60.0,60.0,40
60.0,60.0,60.0,60.0,60.0,40.0,50
60.0,60.0,60.0,60.0,40.0,50.0,50
60.0,60.0,60.0,40.0,50.0,50.0,50
60.0,60.0,40.0,50.0,50.0,50.0,60
60.0,40.0,50.0,50.0,50.0,60.0,50
40.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,60
50.0,60.0,50.0,60.0,50.0,60.0,50
60.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,50.0,40
60.0,50.0,60.0,50.0,50.0,40.0,20
50.0,60.0,50.0,50.0,40.0,20.0,30
60.0,50.0,50.0,40.0,20.0,30.0,40
50.0,50.0,40.0,20.0,30.0,40.0,60
50.0,40.0,20.0,30.0,40.0,60.0,50
40.0,20.0,30.0,40.0,60.0,50.0,50
20.0,30.0,40.0,60.0,50.0,50.0,60
30.0,40.0,60.0,50.0,50.0,60.0,80
40.0,60.0,50.0,50.0,60.0,80.0,80
60.0,50.0,50.0,60.0,80.0,80.0,50
50.0,50.0,60.0,80.0,80.0,50.0,70
50.0,60.0,80.0,80.0,50.0,70.0,300
60.0,80.0,80.0,50.0,70.0,300.0,370
80.0,80.0,50.0,70.0,300.0,370.0,590
80.0,50.0,70.0,300.0,370.0,590.0,320
50.0,70.0,300.0,370.0,590.0,320.0,310
70.0,300.0,370.0,590.0,320.0,310.0,260
300.0,370.0,590.0,320.0,310.0,260.0,190
370.0,590.0,320.0,310.0,260.0,190.0,150
590.0,320.0,310.0,260.0,190.0,150.0,130
320.0,310.0,260.0,190.0,150.0,130.0,290
310.0,260.0,190.0,150.0,130.0,290.0,490
260.0,190.0,150.0,130.0,290.0,490.0,840
190.0,150.0,130.0,290.0,490.0,840.0,700
150.0,130.0,290.0,490.0,840.0,700.0,430
130.0,290.0,490.0,840.0,700.0,430.0,300
290.0,490.0,840.0,700.0,430.0,300.0,310
490.0,840.0,700.0,430.0,300.0,310.0,290
840.0,700.0,430.0,300.0,310.0,290.0,300
700.0,430.0,300.0,310.0,290.0,300.0,240
430.0,300.0,310.0,290.0,300.0,240.0,160
300.0,310.0,290.0,300.0,240.0,160.0,90
310.0,290.0,300.0,240.0,160.0,90.0,70
290.0,300.0,240.0,160.0,90.0,70.0,80
300.0,240.0,160.0,90.0,70.0,80.0,80
240.0,160.0,90.0,70.0,80.0,80.0,80
160.0,90.0,70.0,80.0,80.0,80.0,570
90.0,70.0,80.0,80.0,80.0,570.0,610
70.0,80.0,80.0,80.0,570.0,610.0,330
80.0,80.0,80.0,570.0,610.0,330.0,350
80.0,80.0,570.0,610.0,330.0,350.0,260
80.0,570.0,610.0,330.0,350.0,260.0,270
570.0,610.0,330.0,350.0,260.0,270.0,210
610.0,330.0,350.0,260.0,270.0,210.0,100
330.0,350.0,260.0,270.0,210.0,100.0,100
350.0,260.0,270.0,210.0,100.0,100.0,90
260.0,270.0,210.0,100.0,100.0,90.0,100
270.0,210.0,100.0,100.0,90.0,100.0,110
210.0,100.0,100.0,90.0,100.0,110.0,100
100.0,100.0,90.0,100.0,110.0,100.0,80
100.0,90.0,100.0,110.0,100.0,80.0,90
90.0,100.0,110.0,100.0,80.0,90.0,90
100.0,110.0,100.0,80.0,90.0,90.0,80
110.0,100.0,80.0,90.0,90.0,80.0,90
100.0,80.0,90.0,90.0,80.0,90.0,90
80.0,90.0,90.0,80.0,90.0,90.0,250
90.0,90.0,80.0,90.0,90.0,250.0,390
90.0,80.0,90.0,90.0,250.0,390.0,190
80.0,90.0,90.0,250.0,390.0,190.0,100
90.0,90.0,250.0,390.0,190.0,100.0,280
90.0,250.0,390.0,190.0,100.0,280.0,560
250.0,390.0,190.0,100.0,280.0,560.0,600
390.0,190.0,100.0,280.0,560.0,600.0,290
190.0,100.0,280.0,560.0,600.0,290.0,90
100.0,280.0,560.0,600.0,290.0,90.0,370
280.0,560.0,600.0,290.0,90.0,370.0,670
560.0,600.0,290.0,90.0,370.0,670.0,230
600.0,290.0,90.0,370.0,670.0,230.0,160
290.0,90.0,370.0,670.0,230.0,160.0,90
90.0,370.0,670.0,230.0,160.0,90.0,70
370.0,670.0,230.0,160.0,90.0,70.0,70
670.0,230.0,160.0,90.0,70.0,70.0,70
230.0,160.0,90.0,70.0,70.0,70.0,70
160.0,90.0,70.0,70.0,70.0,70.0,70
90.0,70.0,70.0,70.0,70.0,70.0,70
70.0,70.0,70.0,70.0,70.0,70.0,70
70.0,70.0,70.0,70.0,70.0,70.0,70
70.0,70.0,70.0,70.0,70.0,70.0,80
70.0,70.0,70.0,70.0,70.0,80.0,60
70.0,70.0,70.0,70.0,80.0,60.0,50
70.0,70.0,70.0,80.0,60.0,50.0,60
70.0,70.0,80.0,60.0,50.0,60.0,40
70.0,80.0,60.0,50.0,60.0,40.0,70
80.0,60.0,50.0,60.0,40.0,70.0,70
60.0,50.0,60.0,40.0,70.0,70.0,60
50.0,60.0,40.0,70.0,70.0,60.0,80
60.0,40.0,70.0,70.0,60.0,80.0,70
40.0,70.0,70.0,60.0,80.0,70.0,80
70.0,70.0,60.0,80.0,70.0,80.0,70
70.0,60.0,80.0,70.0,80.0,70.0,70
60.0,80.0,70.0,80.0,70.0,70.0,70
80.0,70.0,80.0,70.0,70.0,70.0,70
70.0,80.0,70.0,70.0,70.0,70.0,70
80.0,70.0,70.0,70.0,70.0,70.0,70
70.0,70.0,70.0,70.0,70.0,70.0,60
70.0,70.0,70.0,70.0,70.0,60.0,70
70.0,70.0,70.0,70.0,60.0,70.0,80
70.0,70.0,70.0,60.0,70.0,80.0,110
70.0,70.0,60.0,70.0,80.0,110.0,70
70.0,60.0,70.0,80.0,110.0,70.0,50
60.0,70.0,80.0,110.0,70.0,50.0,50
70.0,80.0,110.0,70.0,50.0,50.0,40
80.0,110.0,70.0,50.0,50.0,40.0,20
110.0,70.0,50.0,50.0,40.0,20.0,40
70.0,50.0,50.0,40.0,20.0,40.0,30
50.0,50.0,40.0,20.0,40.0,30.0,70
50.0,40.0,20.0,40.0,30.0,70.0,50
40.0,20.0,40.0,30.0,70.0,50.0,60
20.0,40.0,30.0,70.0,50.0,60.0,50
40.0,30.0,70.0,50.0,60.0,50.0,50
30.0,70.0,50.0,60.0,50.0,50.0,60
70.0,50.0,60.0,50.0,50.0,60.0,40
50.0,60.0,50.0,50.0,60.0,40.0,60
60.0,50.0,50.0,60.0,40.0,60.0,50
50.0,50.0,60.0,40.0,60.0,50.0,60
50.0,60.0,40.0,60.0,50.0,60.0,50
60.0,40.0,60.0,50.0,60.0,50.0,60
40.0,60.0,50.0,60.0,50.0,60.0,50
60.0,50.0,60.0,50.0,60.0,50.0,40
50.0,60.0,50.0,60.0,50.0,40.0,50
60.0,50.0,60.0,50.0,40.0,50.0,40
50.0,60.0,50.0,40.0,50.0,40.0,50
60.0,50.0,40.0,50.0,40.0,50.0,50
50.0,40.0,50.0,40.0,50.0,50.0,60
40.0,50.0,40.0,50.0,50.0,60.0,50
50.0,40.0,50.0,50.0,60.0,50.0,60
40.0,50.0,50.0,60.0,50.0,60.0,40
50.0,50.0,60.0,50.0,60.0,40.0,20
50.0,60.0,50.0,60.0,40.0,20.0,40
60.0,50.0,60.0,40.0,20.0,40.0,40
50.0,60.0,40.0,20.0,40.0,40.0,50
60.0,40.0,20.0,40.0,40.0,50.0,50
40.0,20.0,40.0,40.0,50.0,50.0,60
20.0,40.0,40.0,50.0,50.0,60.0,50
40.0,40.0,50.0,50.0,60.0,50.0,60
40.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,60
50.0,50.0,60.0,50.0,60.0,60.0,50
50.0,60.0,50.0,60.0,60.0,50.0,50
60.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,60
50.0,50.0,50.0,50.0,60.0,60.0,80
50.0,50.0,50.0,60.0,60.0,80.0,50
50.0,50.0,60.0,60.0,80.0,50.0,50
50.0,60.0,60.0,80.0,50.0,50.0,60
60.0,60.0,80.0,50.0,50.0,60.0,60
60.0,80.0,50.0,50.0,60.0,60.0,60
80.0,50.0,50.0,60.0,60.0,60.0,60
50.0,50.0,60.0,60.0,60.0,60.0,70
50.0,60.0,60.0,60.0,60.0,70.0,200
60.0,60.0,60.0,60.0,70.0,200.0,160
60.0,60.0,60.0,70.0,200.0,160.0,50
60.0,60.0,70.0,200.0,160.0,50.0,160
60.0,70.0,200.0,160.0,50.0,160.0,60
70.0,200.0,160.0,50.0,160.0,60.0,60
200.0,160.0,50.0,160.0,60.0,60.0,50
160.0,50.0,160.0,60.0,60.0,50.0,40
50.0,160.0,60.0,60.0,50.0,40.0,60
160.0,60.0,60.0,50.0,40.0,60.0,60
60.0,60.0,50.0,40.0,60.0,60.0,60
60.0,50.0,40.0,60.0,60.0,60.0,70
50.0,40.0,60.0,60.0,60.0,70.0,90
40.0,60.0,60.0,60.0,70.0,90.0,80
60.0,60.0,60.0,70.0,90.0,80.0,80
60.0,60.0,70.0,90.0,80.0,80.0,90
60.0,70.0,90.0,80.0,80.0,90.0,100
70.0,90.0,80.0,80.0,90.0,100.0,100
90.0,80.0,80.0,90.0,100.0,100.0,100
80.0,80.0,90.0,100.0,100.0,100.0,90
80.0,90.0,100.0,100.0,100.0,90.0,100
90.0,100.0,100.0,100.0,90.0,100.0,90
100.0,100.0,100.0,90.0,100.0,90.0,100
100.0,100.0,90.0,100.0,90.0,100.0,90
100.0,90.0,100.0,90.0,100.0,90.0,110
90.0,100.0,90.0,100.0,90.0,110.0,90
100.0,90.0,100.0,90.0,110.0,90.0,100
90.0,100.0,90.0,110.0,90.0,100.0,90
100.0,90.0,110.0,90.0,100.0,90.0,70
90.0,110.0,90.0,100.0,90.0,70.0,60
110.0,90.0,100.0,90.0,70.0,60.0,60
90.0,100.0,90.0,70.0,60.0,60.0,80
100.0,90.0,70.0,60.0,60.0,80.0,80
90.0,70.0,60.0,60.0,80.0,80.0,120
70.0,60.0,60.0,80.0,80.0,120.0,120
60.0,60.0,80.0,80.0,120.0,120.0,110
60.0,80.0,80.0,120.0,120.0,110.0,140
80.0,80.0,120.0,120.0,110.0,140.0,110
80.0,120.0,120.0,110.0,140.0,110.0,110
120.0,120.0,110.0,140.0,110.0,110.0,110
120.0,110.0,140.0,110.0,110.0,110.0,120
110.0,140.0,110.0,110.0,110.0,120.0,100
140.0,110.0,110.0,110.0,120.0,100.0,80
110.0,110.0,110.0,120.0,100.0,80.0,100
110.0,110.0,120.0,100.0,80.0,100.0,270
110.0,120.0,100.0,80.0,100.0,270.0,250
120.0,100.0,80.0,100.0,270.0,250.0,110
100.0,80.0,100.0,270.0,250.0,110.0,130
80.0,100.0,270.0,250.0,110.0,130.0,430
100.0,270.0,250.0,110.0,130.0,430.0,300
270.0,250.0,110.0,130.0,430.0,300.0,270
250.0,110.0,130.0,430.0,300.0,270.0,240
110.0,130.0,430.0,300.0,270.0,240.0,220
130.0,430.0,300.0,270.0,240.0,220.0,360
430.0,300.0,270.0,240.0,220.0,360.0,430
300.0,270.0,240.0,220.0,360.0,430.0,450
270.0,240.0,220.0,360.0,430.0,450.0,440
240.0,220.0,360.0,430.0,450.0,440.0,410
220.0,360.0,430.0,450.0,440.0,410.0,100
360.0,430.0,450.0,440.0,410.0,100.0,120
430.0,450.0,440.0,410.0,100.0,120.0,110
450.0,440.0,410.0,100.0,120.0,110.0,120
440.0,410.0,100.0,120.0,110.0,120.0,120
410.0,100.0,120.0,110.0,120.0,120.0,100
100.0,120.0,110.0,120.0,120.0,100.0,170
120.0,110.0,120.0,120.0,100.0,170.0,100
110.0,120.0,120.0,100.0,170.0,100.0,90
120.0,120.0,100.0,170.0,100.0,90.0,90
120.0,100.0,170.0,100.0,90.0,90.0,90
100.0,170.0,100.0,90.0,90.0,90.0,120
170.0,100.0,90.0,90.0,90.0,120.0,120
100.0,90.0,90.0,90.0,120.0,120.0,110
90.0,90.0,90.0,120.0,120.0,110.0,110
90.0,90.0,120.0,120.0,110.0,110.0,100
90.0,120.0,120.0,110.0,110.0,100.0,100
120.0,120.0,110.0,110.0,100.0,100.0,70
120.0,110.0,110.0,100.0,100.0,70.0,80
110.0,110.0,100.0,100.0,70.0,80.0,80
110.0,100.0,100.0,70.0,80.0,80.0,80
100.0,100.0,70.0,80.0,80.0,80.0,80
100.0,70.0,80.0,80.0,80.0,80.0,90
70.0,80.0,80.0,80.0,80.0,90.0,80
80.0,80.0,80.0,80.0,90.0,80.0,70
80.0,80.0,80.0,90.0,80.0,70.0,60
80.0,80.0,90.0,80.0,70.0,60.0,40
80.0,90.0,80.0,70.0,60.0,40.0,40
90.0,80.0,70.0,60.0,40.0,40.0,30
80.0,70.0,60.0,40.0,40.0,30.0,50
70.0,60.0,40.0,40.0,30.0,50.0,60
60.0,40.0,40.0,30.0,50.0,60.0,60
40.0,40.0,30.0,50.0,60.0,60.0,50
40.0,30.0,50.0,60.0,60.0,50.0,50
30.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,60
60.0,60.0,50.0,50.0,50.0,60.0,50
60.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,60
50.0,50.0,60.0,50.0,60.0,60.0,60
50.0,60.0,50.0,60.0,60.0,60.0,50
60.0,50.0,60.0,60.0,60.0,50.0,50
50.0,60.0,60.0,60.0,50.0,50.0,50
60.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,20
50.0,50.0,50.0,50.0,50.0,20.0,40
50.0,50.0,50.0,50.0,20.0,40.0,30
50.0,50.0,50.0,20.0,40.0,30.0,50
50.0,50.0,20.0,40.0,30.0,50.0,60
50.0,20.0,40.0,30.0,50.0,60.0,40
20.0,40.0,30.0,50.0,60.0,40.0,50
40.0,30.0,50.0,60.0,40.0,50.0,50
30.0,50.0,60.0,40.0,50.0,50.0,50
50.0,60.0,40.0,50.0,50.0,50.0,60
60.0,40.0,50.0,50.0,50.0,60.0,60
40.0,50.0,50.0,50.0,60.0,60.0,50
50.0,50.0,50.0,60.0,60.0,50.0,50
50.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,50
60.0,50.0,50.0,50.0,50.0,50.0,60
50.0,50.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,70
50.0,50.0,50.0,60.0,50.0,70.0,70
50.0,50.0,60.0,50.0,70.0,70.0,40
50.0,60.0,50.0,70.0,70.0,40.0,40
60.0,50.0,70.0,70.0,40.0,40.0,230
50.0,70.0,70.0,40.0,40.0,230.0,170
70.0,70.0,40.0,40.0,230.0,170.0,60
70.0,40.0,40.0,230.0,170.0,60.0,70
40.0,40.0,230.0,170.0,60.0,70.0,90
40.0,230.0,170.0,60.0,70.0,90.0,80
230.0,170.0,60.0,70.0,90.0,80.0,80
170.0,60.0,70.0,90.0,80.0,80.0,80
60.0,70.0,90.0,80.0,80.0,80.0,80
70.0,90.0,80.0,80.0,80.0,80.0,80
90.0,80.0,80.0,80.0,80.0,80.0,70
80.0,80.0,80.0,80.0,80.0,70.0,80
80.0,80.0,80.0,80.0,70.0,80.0,340
80.0,80.0,80.0,70.0,80.0,340.0,370
80.0,80.0,70.0,80.0,340.0,370.0,80
80.0,70.0,80.0,340.0,370.0,80.0,50
70.0,80.0,340.0,370.0,80.0,50.0,50
80.0,340.0,370.0,80.0,50.0,50.0,40
340.0,370.0,80.0,50.0,50.0,40.0,50
370.0,80.0,50.0,50.0,40.0,50.0,50
80.0,50.0,50.0,40.0,50.0,50.0,50
50.0,50.0,40.0,50.0,50.0,50.0,60
50.0,40.0,50.0,50.0,50.0,60.0,50
40.0,50.0,50.0,50.0,60.0,50.0,70
50.0,50.0,50.0,60.0,50.0,70.0,50
50.0,50.0,60.0,50.0,70.0,50.0,50
50.0,60.0,50.0,70.0,50.0,50.0,60
60.0,50.0,70.0,50.0,50.0,60.0,50
50.0,70.0,50.0,50.0,60.0,50.0,50
70.0,50.0,50.0,60.0,50.0,50.0,50
50.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,60
60.0,50.0,50.0,50.0,50.0,60.0,50
50.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,50.0,50
60.0,50.0,60.0,50.0,50.0,50.0,50
50.0,60.0,50.0,50.0,50.0,50.0,60
60.0,50.0,50.0,50.0,50.0,60.0,70
50.0,50.0,50.0,50.0,60.0,70.0,80
50.0,50.0,50.0,60.0,70.0,80.0,100
50.0,50.0,60.0,70.0,80.0,100.0,90
50.0,60.0,70.0,80.0,100.0,90.0,90
60.0,70.0,80.0,100.0,90.0,90.0,70
70.0,80.0,100.0,90.0,90.0,70.0,80
80.0,100.0,90.0,90.0,70.0,80.0,70
100.0,90.0,90.0,70.0,80.0,70.0,90
90.0,90.0,70.0,80.0,70.0,90.0,80
90.0,70.0,80.0,70.0,90.0,80.0,100
70.0,80.0,70.0,90.0,80.0,100.0,90
80.0,70.0,90.0,80.0,100.0,90.0,80
70.0,90.0,80.0,100.0,90.0,80.0,80
90.0,80.0,100.0,90.0,80.0,80.0,80
80.0,100.0,90.0,80.0,80.0,80.0,70
100.0,90.0,80.0,80.0,80.0,70.0,80
90.0,80.0,80.0,80.0,70.0,80.0,90
80.0,80.0,80.0,70.0,80.0,90.0,90
80.0,80.0,70.0,80.0,90.0,90.0,80
80.0,70.0,80.0,90.0,90.0,80.0,80
70.0,80.0,90.0,90.0,80.0,80.0,70
80.0,90.0,90.0,80.0,80.0,70.0,80
90.0,90.0,80.0,80.0,70.0,80.0,60
90.0,80.0,80.0,70.0,80.0,60.0,40
80.0,80.0,70.0,80.0,60.0,40.0,50
80.0,70.0,80.0,60.0,40.0,50.0,70
70.0,80.0,60.0,40.0,50.0,70.0,90
80.0,60.0,40.0,50.0,70.0,90.0,320
60.0,40.0,50.0,70.0,90.0,320.0,330
40.0,50.0,70.0,90.0,320.0,330.0,270
50.0,70.0,90.0,320.0,330.0,270.0,260
70.0,90.0,320.0,330.0,270.0,260.0,240
90.0,320.0,330.0,270.0,260.0,240.0,210
320.0,330.0,270.0,260.0,240.0,210.0,280
330.0,270.0,260.0,240.0,210.0,280.0,170
270.0,260.0,240.0,210.0,280.0,170.0,120
260.0,240.0,210.0,280.0,170.0,120.0,100
240.0,210.0,280.0,170.0,120.0,100.0,120
210.0,280.0,170.0,120.0,100.0,120.0,120
280.0,170.0,120.0,100.0,120.0,120.0,130
170.0,120.0,100.0,120.0,120.0,130.0,130
120.0,100.0,120.0,120.0,130.0,130.0,120
100.0,120.0,120.0,130.0,130.0,120.0,120
120.0,120.0,130.0,130.0,120.0,120.0,140
120.0,130.0,130.0,120.0,120.0,140.0,150
130.0,130.0,120.0,120.0,140.0,150.0,150
130.0,120.0,120.0,140.0,150.0,150.0,150
120.0,120.0,140.0,150.0,150.0,150.0,140
120.0,140.0,150.0,150.0,150.0,140.0,130
140.0,150.0,150.0,150.0,140.0,130.0,100
150.0,150.0,150.0,140.0,130.0,100.0,80
150.0,150.0,140.0,130.0,100.0,80.0,60
150.0,140.0,130.0,100.0,80.0,60.0,30
140.0,130.0,100.0,80.0,60.0,30.0,40
130.0,100.0,80.0,60.0,30.0,40.0,40
100.0,80.0,60.0,30.0,40.0,40.0,80
80.0,60.0,30.0,40.0,40.0,80.0,70
60.0,30.0,40.0,40.0,80.0,70.0,60
30.0,40.0,40.0,80.0,70.0,60.0,70
40.0,40.0,80.0,70.0,60.0,70.0,60
40.0,80.0,70.0,60.0,70.0,60.0,70
80.0,70.0,60.0,70.0,60.0,70.0,50
70.0,60.0,70.0,60.0,70.0,50.0,80
60.0,70.0,60.0,70.0,50.0,80.0,60
70.0,60.0,70.0,50.0,80.0,60.0,60
60.0,70.0,50.0,80.0,60.0,60.0,70
70.0,50.0,80.0,60.0,60.0,70.0,50
50.0,80.0,60.0,60.0,70.0,50.0,50
80.0,60.0,60.0,70.0,50.0,50.0,50
60.0,60.0,70.0,50.0,50.0,50.0,50
60.0,70.0,50.0,50.0,50.0,50.0,40
70.0,50.0,50.0,50.0,50.0,40.0,60
50.0,50.0,50.0,50.0,40.0,60.0,60
50.0,50.0,50.0,40.0,60.0,60.0,60
50.0,50.0,40.0,60.0,60.0,60.0,60
50.0,40.0,60.0,60.0,60.0,60.0,50
40.0,60.0,60.0,60.0,60.0,50.0,40
60.0,60.0,60.0,60.0,50.0,40.0,20
60.0,60.0,60.0,50.0,40.0,20.0,30
60.0,60.0,50.0,40.0,20.0,30.0,30
60.0,50.0,40.0,20.0,30.0,30.0,50
50.0,40.0,20.0,30.0,30.0,50.0,60
40.0,20.0,30.0,30.0,50.0,60.0,60
20.0,30.0,30.0,50.0,60.0,60.0,60
30.0,30.0,50.0,60.0,60.0,60.0,60
30.0,50.0,60.0,60.0,60.0,60.0,50
50.0,60.0,60.0,60.0,60.0,50.0,50
60.0,60.0,60.0,60.0,50.0,50.0,40
60.0,60.0,60.0,50.0,50.0,40.0,50
60.0,60.0,50.0,50.0,40.0,50.0,50
60.0,50.0,50.0,40.0,50.0,50.0,50
50.0,50.0,40.0,50.0,50.0,50.0,60
50.0,40.0,50.0,50.0,50.0,60.0,50
40.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,40
50.0,50.0,60.0,50.0,60.0,40.0,50
50.0,60.0,50.0,60.0,40.0,50.0,50
60.0,50.0,60.0,40.0,50.0,50.0,50
50.0,60.0,40.0,50.0,50.0,50.0,50
60.0,40.0,50.0,50.0,50.0,50.0,60
40.0,50.0,50.0,50.0,50.0,60.0,70
50.0,50.0,50.0,50.0,60.0,70.0,70
50.0,50.0,50.0,60.0,70.0,70.0,30
50.0,50.0,60.0,70.0,70.0,30.0,40
50.0,60.0,70.0,70.0,30.0,40.0,50
60.0,70.0,70.0,30.0,40.0,50.0,50
70.0,70.0,30.0,40.0,50.0,50.0,60
70.0,30.0,40.0,50.0,50.0,60.0,110
30.0,40.0,50.0,50.0,60.0,110.0,70
40.0,50.0,50.0,60.0,110.0,70.0,50
50.0,50.0,60.0,110.0,70.0,50.0,60
50.0,60.0,110.0,70.0,50.0,60.0,60
60.0,110.0,70.0,50.0,60.0,60.0,60
110.0,70.0,50.0,60.0,60.0,60.0,50
70.0,50.0,60.0,60.0,60.0,50.0,50
50.0,60.0,60.0,60.0,50.0,50.0,50
60.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,40
60.0,50.0,50.0,50.0,50.0,40.0,70
50.0,50.0,50.0,50.0,40.0,70.0,50
50.0,50.0,50.0,40.0,70.0,50.0,60
50.0,50.0,40.0,70.0,50.0,60.0,50
50.0,40.0,70.0,50.0,60.0,50.0,50
40.0,70.0,50.0,60.0,50.0,50.0,50
70.0,50.0,60.0,50.0,50.0,50.0,30
50.0,60.0,50.0,50.0,50.0,30.0,30
60.0,50.0,50.0,50.0,30.0,30.0,20
50.0,50.0,50.0,30.0,30.0,20.0,40
50.0,50.0,30.0,30.0,20.0,40.0,60
50.0,30.0,30.0,20.0,40.0,60.0,60
30.0,30.0,20.0,40.0,60.0,60.0,50
30.0,20.0,40.0,60.0,60.0,50.0,60
20.0,40.0,60.0,60.0,50.0,60.0,50
40.0,60.0,60.0,50.0,60.0,50.0,40
60.0,60.0,50.0,60.0,50.0,40.0,60
60.0,50.0,60.0,50.0,40.0,60.0,50
50.0,60.0,50.0,40.0,60.0,50.0,50
60.0,50.0,40.0,60.0,50.0,50.0,60
50.0,40.0,60.0,50.0,50.0,60.0,60
40.0,60.0,50.0,50.0,60.0,60.0,50
60.0,50.0,50.0,60.0,60.0,50.0,50
50.0,50.0,60.0,60.0,50.0,50.0,50
50.0,60.0,60.0,50.0,50.0,50.0,50
60.0,60.0,50.0,50.0,50.0,50.0,60
60.0,50.0,50.0,50.0,50.0,60.0,40
50.0,50.0,50.0,50.0,60.0,40.0,60
50.0,50.0,50.0,60.0,40.0,60.0,60
50.0,50.0,60.0,40.0,60.0,60.0,50
50.0,60.0,40.0,60.0,60.0,50.0,60
60.0,40.0,60.0,60.0,50.0,60.0,40
40.0,60.0,60.0,50.0,60.0,40.0,30
60.0,60.0,50.0,60.0,40.0,30.0,30
60.0,50.0,60.0,40.0,30.0,30.0,20
50.0,60.0,40.0,30.0,30.0,20.0,60
60.0,40.0,30.0,30.0,20.0,60.0,50
40.0,30.0,30.0,20.0,60.0,50.0,70
30.0,30.0,20.0,60.0,50.0,70.0,60
30.0,20.0,60.0,50.0,70.0,60.0,60
20.0,60.0,50.0,70.0,60.0,60.0,50
60.0,50.0,70.0,60.0,60.0,50.0,50
50.0,70.0,60.0,60.0,50.0,50.0,40
70.0,60.0,60.0,50.0,50.0,40.0,50
60.0,60.0,50.0,50.0,40.0,50.0,50
60.0,50.0,50.0,40.0,50.0,50.0,50
50.0,50.0,40.0,50.0,50.0,50.0,60
50.0,40.0,50.0,50.0,50.0,60.0,50
40.0,50.0,50.0,50.0,60.0,50.0,60
50.0,50.0,50.0,60.0,50.0,60.0,60
50.0,50.0,60.0,50.0,60.0,60.0,60
50.0,60.0,50.0,60.0,60.0,60.0,60
